Turn,GROUP A - Total nodes,GROUP A - Total edges,GROUP A - Average degree,GROUP A - Average degree centrality,GROUP A - Average closeness,GROUP A - Average degree connectivity,GROUP A - Average assortativity,GROUP A - Average node connectivity,GROUP A - Number of components,GROUP A - Number of strong components,GROUP A - Centrality entropy,GROUP A - Closeness entropy,GROUP A - Sparseness,GROUP B - Total classes,GROUP B - Total properties,GROUP B - Average population,GROUP B - Attribute richness,GROUP B - Relationship richness,GROUP B - Total axioms,GROUP C - Total triples,GROUP C - Total world instances,GROUP C - Total claims,GROUP C - Total perspectives,GROUP C - Total mentions,GROUP C - Total conflicts,GROUP C - Total sources,GROUP C - Total interactions,GROUP C - Total utterances,GROUP C - Ratio claim to triples,GROUP C - Ratio perspectives to triples,GROUP C - Ratio conflicts to triples,GROUP C - Ratio perspectives to claims,GROUP C - Ratio mentions to claims,GROUP C - Ratio conflicts to claims,GROUP C - Average perspectives per claim,GROUP C - Average mentions per claim,GROUP C - Average turns per interaction,GROUP C - Average claims per source,GROUP C - Average perspectives per source
0,2870.0,7906.0,5.509407665505226,0.0019203233410614242,0.0017210902516714033,0.8596768057594533,-0.11746526166007992,0.0,3.0,-0.11746526166007992,10.048989987248376,8.553952455944422,0.000958613070451262,294.0,267.0,4.442176870748299,0.14232209737827714,0.3037542662116041,2769.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2870.0,7906.0,5.509407665505226,0.0019203233410614242,0.0017210902516714033,0.8596768057594533,-0.11746526166007992,0.0,3.0,-0.11746526166007992,10.048989987248376,8.553952455944422,0.000958613070451262,294.0,267.0,4.442176870748299,0.14232209737827714,0.3037542662116041,2769.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2870.0,7906.0,5.509407665505226,0.0019203233410614242,0.0017210902516714033,0.8596768057594533,-0.11746526166007992,0.0,3.0,-0.11746526166007992,10.048989987248376,8.553952455944422,0.000958613070451262,294.0,267.0,4.442176870748299,0.14232209737827714,0.3037542662116041,2769.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2870.0,7906.0,5.509407665505226,0.0019203233410614242,0.0017210902516714033,0.8596768057594533,-0.11746526166007992,0.0,3.0,-0.11746526166007992,10.048989987248376,8.553952455944422,0.000958613070451262,294.0,267.0,4.442176870748299,0.14232209737827714,0.3037542662116041,2769.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2870.0,7906.0,5.509407665505226,0.0019203233410614242,0.0017210902516714033,0.8596768057594533,-0.11746526166007992,0.0,3.0,-0.11746526166007992,10.048989987248376,8.553952455944422,0.000958613070451262,294.0,267.0,4.442176870748299,0.14232209737827714,0.3037542662116041,2769.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2870.0,7906.0,5.509407665505226,0.0019203233410614242,0.0017210902516714033,0.8596768057594533,-0.11746526166007992,0.0,3.0,-0.11746526166007992,10.048989987248376,8.553952455944422,0.000958613070451262,294.0,267.0,4.442176870748299,0.14232209737827714,0.3037542662116041,2769.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2870.0,7906.0,5.509407665505226,0.0019203233410614242,0.0017210902516714033,0.8596768057594533,-0.11746526166007992,0.0,3.0,-0.11746526166007992,10.048989987248376,8.553952455944422,0.000958613070451262,294.0,267.0,4.442176870748299,0.14232209737827714,0.3037542662116041,2769.0,7906.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2929.0,8020.0,5.476271765107545,0.001870311395187003,0.001696339374301215,0.8701868195405915,-0.11510779100718249,0.0,3.0,-0.11510779100718249,10.087127010076621,8.631996224765121,0.0009336707914089699,294.0,267.0,4.595238095238095,0.14232209737827714,0.3037542662116041,2838.0,8020.0,5.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0003740648379052369,0.00012468827930174563,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0
8,2929.0,8020.0,5.476271765107545,0.001870311395187003,0.001696339374301215,0.8701868195405915,-0.11510779100718249,0.0,3.0,-0.11510779100718249,10.087127010076621,8.631996224765121,0.0009336707914089699,294.0,267.0,4.595238095238095,0.14232209737827714,0.3037542662116041,2838.0,8020.0,5.0,3.0,1.0,1.0,0.0,2.0,,1.0,0.0003740648379052369,0.00012468827930174563,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0
9,2943.0,8059.0,5.4767244308528715,0.0018615650682708602,0.0017011126832383679,0.8767288170982355,-0.11548368181039297,0.0,3.0,-0.11548368181039297,10.09803439456258,8.662315493470672,0.0009293116962692101,294.0,267.0,4.63265306122449,0.14232209737827714,0.3037542662116041,2867.0,8059.0,7.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0004963394962154114,0.0002481697481077057,0.0,0.5,0.5,0.0,1.0,1.0,2.0,2.0,2.0
10,2943.0,8059.0,5.4767244308528715,0.0018615650682708602,0.0017011126832383679,0.8767288170982355,-0.11548368181039297,0.0,3.0,-0.11548368181039297,10.09803439456258,8.662315493470672,0.0009293116962692101,294.0,267.0,4.63265306122449,0.14232209737827714,0.3037542662116041,2867.0,8059.0,7.0,4.0,2.0,2.0,0.0,2.0,,2.0,0.0004963394962154114,0.0002481697481077057,0.0,0.5,0.5,0.0,1.0,1.0,2.0,2.0,2.0
11,2943.0,8059.0,5.4767244308528715,0.0018615650682708602,0.0017011126832383679,0.8767288170982355,-0.11548368181039297,0.0,3.0,-0.11548368181039297,10.09803439456258,8.662315493470672,0.0009293116962692101,294.0,267.0,4.63265306122449,0.14232209737827714,0.3037542662116041,2867.0,8059.0,7.0,4.0,2.0,2.0,0.0,2.0,,2.0,0.0004963394962154114,0.0002481697481077057,0.0,0.5,0.5,0.0,1.0,1.0,2.0,2.0,2.0
12,2943.0,8059.0,5.4767244308528715,0.0018615650682708602,0.0017011126832383679,0.8767288170982355,-0.11548368181039297,0.0,3.0,-0.11548368181039297,10.09803439456258,8.662315493470672,0.0009293116962692101,294.0,267.0,4.63265306122449,0.14232209737827714,0.3037542662116041,2867.0,8059.0,7.0,4.0,2.0,2.0,0.0,2.0,,2.0,0.0004963394962154114,0.0002481697481077057,0.0,0.5,0.5,0.0,1.0,1.0,2.0,2.0,2.0
13,2950.0,8085.0,5.48135593220339,0.0018587168301808716,0.0017033909594337832,0.880171446055242,-0.11711982480785636,0.0,3.0,-0.11711982480785636,10.103978977142393,8.677100671596497,0.0009278942832519391,294.0,267.0,4.653061224489796,0.14232209737827714,0.3037542662116041,2888.0,8085.0,7.0,4.0,2.0,3.0,0.0,2.0,0.0,3.0,0.000494743351886209,0.0002473716759431045,0.0,0.5,0.75,0.0,1.0,1.5,3.0,2.0,2.0
14,2950.0,8085.0,5.48135593220339,0.0018587168301808716,0.0017033909594337832,0.880171446055242,-0.11711982480785636,0.0,3.0,-0.11711982480785636,10.103978977142393,8.677100671596497,0.0009278942832519391,294.0,267.0,4.653061224489796,0.14232209737827714,0.3037542662116041,2888.0,8085.0,7.0,4.0,2.0,3.0,0.0,2.0,,3.0,0.000494743351886209,0.0002473716759431045,0.0,0.5,0.75,0.0,1.0,1.5,3.0,2.0,2.0
15,2957.0,8111.0,5.48596550557998,0.0018558746635926858,0.0017056020673272831,0.8835655681131495,-0.11882335754509309,0.0,3.0,-0.11882335754509309,10.109757889212261,8.691169770215481,0.0009264798602995088,294.0,267.0,4.673469387755102,0.14232209737827714,0.3037542662116041,2909.0,8111.0,7.0,4.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0004931574405128837,0.00024657872025644185,0.0,0.5,1.0,0.0,1.0,2.0,4.0,2.0,2.0
16,2957.0,8111.0,5.48596550557998,0.0018558746635926858,0.0017056020673272831,0.8835655681131495,-0.11882335754509309,0.0,3.0,-0.11882335754509309,10.109757889212261,8.691169770215481,0.0009264798602995088,294.0,267.0,4.673469387755102,0.14232209737827714,0.3037542662116041,2909.0,8111.0,7.0,4.0,2.0,4.0,0.0,2.0,,4.0,0.0004931574405128837,0.00024657872025644185,0.0,0.5,1.0,0.0,1.0,2.0,4.0,2.0,2.0
